identity,token,symbol,decimals,tx_hash,log_index,block_number,transaction_index,timestamp_utc,from,to,direction,amount_raw,amount_usdt,counterparty,counterparty_label,counterparty_class,label_source,label_confidence,counterparty_historical_code_state,transaction_from,transaction_to,transaction_to_class,method_selector,nonce,receipt_success,same_receipt_transfer_count,same_receipt_all_transfer_sha256,same_receipt_target_related_transfers,same_receipt_quote_net,explicit_swap_guard_passed,closure_kind,closure_confidence,path_classification,is_anchor,is_dust_under_fixed_threshold,fifo_allocations,proceeds_lot_consumed_raw
56:0x55d398326f99059ff775485246999027b3197955:0x1a142aeb15b6d383bba24a1e99ce5f41cc9381c54cd8c77eb2e013ab0307c5ec:550,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x1a142aeb15b6d383bba24a1e99ce5f41cc9381c54cd8c77eb2e013ab0307c5ec,550,109161465,73,2026-07-10T11:11:48+00:00,0xf6abec181af89270c1d704b153471f875e202c8a,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,1000000000000,0.000001,0xf6abec181af89270c1d704b153471f875e202c8a,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x6d270a38fb8e73d09d547268f4e76b68e2de35d6,0x6d270a38fb8e73d09d547268f4e76b68e2de35d6,,0xa9059cbb,688536,True,100,48b5900410c46451d7b711cdab388bdb889ae43d9100305da3cc733cbf7a9d01,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xf6abec181af89270c1d704b153471f875e202c8a"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":1000000000000,""tx_hash"":""0x1a142aeb15b6d383bba24a1e99ce5f41cc9381c54cd8c77eb2e013ab0307c5ec"",""log_index"":550,""block_number"":109161465,""transaction_index"":73,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x6c92016be1cf61ce934921beb55035d9aa16f1734db3c1a8d292e4aced1df1ad:472,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x6c92016be1cf61ce934921beb55035d9aa16f1734db3c1a8d292e4aced1df1ad,472,109161471,48,2026-07-10T11:11:50+00:00,0xffd67b79d1b112c1e9b62fc31601687c670b2c8a,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,24900000000000,0.0000249,0xffd67b79d1b112c1e9b62fc31601687c670b2c8a,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x00000079953a9244479c02c9bc19bfe856000000,0x00000f621af52ca70c0794e0b75026c445500000,,0xa9059cbb,247349,True,88,80fdcf027feab1b2db95b4686080ad1c4bc686540d09d9ec1835b214103532fa,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xffd67b79d1b112c1e9b62fc31601687c670b2c8a"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":24900000000000,""tx_hash"":""0x6c92016be1cf61ce934921beb55035d9aa16f1734db3c1a8d292e4aced1df1ad"",""log_index"":472,""block_number"":109161471,""transaction_index"":48,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x581aa0361407f9fb3d11850077a12d76c782aba405194634c23dd800e02e3af7:396,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x581aa0361407f9fb3d11850077a12d76c782aba405194634c23dd800e02e3af7,396,109161544,88,2026-07-10T11:12:23+00:00,0xffd67b79d1b112c1e9b62fc31601687c670b2c8a,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,24900000000000,0.0000249,0xffd67b79d1b112c1e9b62fc31601687c670b2c8a,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x00000db1b4cc11c5dbe854558dffe4a1fa600000,0x00000ee7b7e819650c9e6341ddee596c16a00000,,0xa9059cbb,246706,True,245,0cb16a5d530cab9f6b44b87e5cb5c21e76173528840046e186f4a88b47ebc025,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xffd67b79d1b112c1e9b62fc31601687c670b2c8a"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":24900000000000,""tx_hash"":""0x581aa0361407f9fb3d11850077a12d76c782aba405194634c23dd800e02e3af7"",""log_index"":396,""block_number"":109161544,""transaction_index"":88,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x92518588a91b2dc3aabe8676bac8af704f042606d220dd15be4250a6c6286f62:404,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x92518588a91b2dc3aabe8676bac8af704f042606d220dd15be4250a6c6286f62,404,109162072,47,2026-07-10T11:16:21+00:00,0xa95d861ee7679015941a0e0beed1892e8e77aa61,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,24900000000000,0.0000249,0xa95d861ee7679015941a0e0beed1892e8e77aa61,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,186655,True,256,4ec454bc66c1152ad6d60d6bb0e7aa1ae2cacb72e86372210d0770b0ae9f4b27,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xa95d861ee7679015941a0e0beed1892e8e77aa61"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":24900000000000,""tx_hash"":""0x92518588a91b2dc3aabe8676bac8af704f042606d220dd15be4250a6c6286f62"",""log_index"":404,""block_number"":109162072,""transaction_index"":47,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x28cac5258d1402353cf24843fe82531a8aa3b7e6a313c1537c793dab36bd2ef3:285,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x28cac5258d1402353cf24843fe82531a8aa3b7e6a313c1537c793dab36bd2ef3,285,109162172,39,2026-07-10T11:17:06+00:00,0xffd621a7c4ec19598ecc8ef5cd9bf85a4fde2c8a,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,24900000000000,0.0000249,0xffd621a7c4ec19598ecc8ef5cd9bf85a4fde2c8a,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,186658,True,250,80f8b104bdd91ba41892f56075b5aecc16d9993622b84bcf52ea7c1c4139832c,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xffd621a7c4ec19598ecc8ef5cd9bf85a4fde2c8a"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":24900000000000,""tx_hash"":""0x28cac5258d1402353cf24843fe82531a8aa3b7e6a313c1537c793dab36bd2ef3"",""log_index"":285,""block_number"":109162172,""transaction_index"":39,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0xba2e67ec158a4ed22db6579719b7e01dd8c8aae38f3ec65f9571761bd551187f:284,0x55d398326f99059ff775485246999027b3197955,USDT,18,0xba2e67ec158a4ed22db6579719b7e01dd8c8aae38f3ec65f9571761bd551187f,284,109162205,49,2026-07-10T11:17:21+00:00,0xffd67b79d1b112c1e9b62fc31601687c670b2c8a,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,24900000000000,0.0000249,0xffd67b79d1b112c1e9b62fc31601687c670b2c8a,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x00000079953a9244479c02c9bc19bfe856000000,0x00000f621af52ca70c0794e0b75026c445500000,,0xa9059cbb,247366,True,262,fd9be3cf51f8c79f087b81158aae736f571079749350f95ee1b4b420160c205b,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0xffd67b79d1b112c1e9b62fc31601687c670b2c8a"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":24900000000000,""tx_hash"":""0xba2e67ec158a4ed22db6579719b7e01dd8c8aae38f3ec65f9571761bd551187f"",""log_index"":284,""block_number"":109162205,""transaction_index"":49,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x294cdee67b24bdb831445ca58378fffc74df4a063c330ccfee4dd55190f86ded:573,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x294cdee67b24bdb831445ca58378fffc74df4a063c330ccfee4dd55190f86ded,573,109162903,61,2026-07-10T11:22:35+00:00,0x103779e9cea9fa65b3933258fd67b4586157a1a8,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,10500000000000,0.0000105,0x103779e9cea9fa65b3933258fd67b4586157a1a8,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x1d9c3740cf78f49b1cd770c4ea8f0196088a96d2,0x9d224ec785afb3eabd7d08ea4bdf2dfc072123fa,,0xa9059cbb,186681,True,190,ae5732e93b60a26fd7ccfba67e3e4e85c0b10379e70f8321ab931a1161e61465,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x103779e9cea9fa65b3933258fd67b4586157a1a8"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":10500000000000,""tx_hash"":""0x294cdee67b24bdb831445ca58378fffc74df4a063c330ccfee4dd55190f86ded"",""log_index"":573,""block_number"":109162903,""transaction_index"":61,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x7a784879fdda20b38e90b6e96c8f262429d100a3dd988ec78d8ce16501226304:471,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x7a784879fdda20b38e90b6e96c8f262429d100a3dd988ec78d8ce16501226304,471,109162956,50,2026-07-10T11:22:58+00:00,0x1037ba8484ea19fa138fc5cd7ec578a94adda1a8,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,10500000000000,0.0000105,0x1037ba8484ea19fa138fc5cd7ec578a94adda1a8,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x000068c922b204c2dc26dd1bfbee687a259f0000,0x0000bdb0fc8902c607290cdd97879c06903d0000,,0xa9059cbb,224665,True,242,5fe679fd006ed7e3d29d25a8f790b89618b8b97e7499701c6b6de67aec7c2814,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x1037ba8484ea19fa138fc5cd7ec578a94adda1a8"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":10500000000000,""tx_hash"":""0x7a784879fdda20b38e90b6e96c8f262429d100a3dd988ec78d8ce16501226304"",""log_index"":471,""block_number"":109162956,""transaction_index"":50,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
56:0x55d398326f99059ff775485246999027b3197955:0x19d2a7be9eb6c7d1116692f186cb9bba379a4e54d6c5fdf6ad92fbebed9ac135:205,0x55d398326f99059ff775485246999027b3197955,USDT,18,0x19d2a7be9eb6c7d1116692f186cb9bba379a4e54d6c5fdf6ad92fbebed9ac135,205,109162975,37,2026-07-10T11:23:07+00:00,0x25370535a60d5e1761639009a837e5d0fe0a28df,0x1037f3bc6391c17648c26d4e89c0845c9ee9a1a8,outbound,1300000000000000000000000,1300000,0x1037f3bc6391c17648c26d4e89c0845c9ee9a1a8,,unlabeled_eoa,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,empty,0x25370535a60d5e1761639009a837e5d0fe0a28df,0x55d398326f99059ff775485246999027b3197955,quote_token,0xa9059cbb,20,True,1,0379970eb66af3b74b960013631bac9e0252446f65f3212314bb49d7a00ef773,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""to"":""0x1037f3bc6391c17648c26d4e89c0845c9ee9a1a8"",""amount_raw"":1300000000000000000000000,""tx_hash"":""0x19d2a7be9eb6c7d1116692f186cb9bba379a4e54d6c5fdf6ad92fbebed9ac135"",""log_index"":205,""block_number"":109162975,""transaction_index"":37,""removed"":false}]",[],False,,,outbound_unlabeled_eoa_path_only,False,False,"[{""lot_id"":""opening_inventory"",""consumed_raw"":1300000000000000000000000}]",0
56:0x55d398326f99059ff775485246999027b3197955:0xecd4c8479137d4e497ebf74b28f90e5bf87c6d1051467c15248306b33c76bebf:466,0x55d398326f99059ff775485246999027b3197955,USDT,18,0xecd4c8479137d4e497ebf74b28f90e5bf87c6d1051467c15248306b33c76bebf,466,109163001,58,2026-07-10T11:23:19+00:00,0x1037ba8484ea19fa138fc5cd7ec578a94adda1a8,0x25370535a60d5e1761639009a837e5d0fe0a28df,inbound,13000000000000,0.000013,0x1037ba8484ea19fa138fc5cd7ec578a94adda1a8,,unlabeled_contract,onchain_code_state_and_absent_reviewed_label,high_for_code_state_only,code_present,0x00000079953a9244479c02c9bc19bfe856000000,0x00000f621af52ca70c0794e0b75026c445500000,,0xa9059cbb,247382,True,234,34778a7566c1990c1a6885262fb7074e9cd6366090af3327382a406b0beba2e7,"[{""token"":""0x55d398326f99059ff775485246999027b3197955"",""from"":""0x1037ba8484ea19fa138fc5cd7ec578a94adda1a8"",""to"":""0x25370535a60d5e1761639009a837e5d0fe0a28df"",""amount_raw"":13000000000000,""tx_hash"":""0xecd4c8479137d4e497ebf74b28f90e5bf87c6d1051467c15248306b33c76bebf"",""log_index"":466,""block_number"":109163001,""transaction_index"":58,""removed"":false}]",[],False,,,inbound_unlabeled_contract,False,True,[],0
